time_published,title,summary,overall_sentiment_score,relevance_score
20250415T012650,EBay says its new AI-aided tool cut steps to create listings in half,"EBay has implemented a new AI-powered ""magical listing tool"" that has reportedly reduced the steps required to create listings by 50%. The tool, which prioritizes simplification and mobile-friendliness, leverages AI to suggest product details after an image is uploaded, shifting from a text-based search approach. This initiative is part of eBay's broader strategy to integrate AI to improve seller efficiency and has already seen over 10 million sellers use existing AI features to generate billions in GMV.",0.433775,1.0
20250416T150852,Why Is eBay Stock Trading Higher On Wednesday?,"eBay Inc. stock rose after announcing a global payment partnership with Checkout.com to enhance the user experience and strengthen its digital payments infrastructure. This collaboration aims to prioritize security, speed, and ease of use in payment processing for eBay's massive global marketplace. The company's Vice President of Global Payments highlighted that this alliance aligns with eBay's vision for growth through financial services innovation.",0.160286,1.0
20250422T012650,eBay Achieves Sustainability Milestone A Year Ahead of Schedule,"eBay has reached its goal of powering all its operations with 100% renewable energy by 2024, a year ahead of its 2025 target. This achievement is part of broader Impact goals, including commitments to net-zero greenhouse gas emissions by 2045 and significant reductions in Scope 1, 2, and 3 emissions by 2030, validated by the Science Based Targets initiative. The company also aims to create $22 billion in positive economic impact and avoid substantial carbon emissions and waste by 2025 through recommerce.",0.45074,1.0
20250423T012650,eBay and Klarna Deepen Global Strategic Partnership to Empower Flexible Shopping in the U.S.,"eBay and Klarna have expanded their global strategic partnership to the U.S. market, offering flexible payment options like ""Pay in 4"" and financing to millions of eBay shoppers. This collaboration aims to provide more choice, affordability, and control for buyers, particularly in categories like electronics, fashion, and collectibles. The partnership also promotes a circular economy through Klarna's resell feature, allowing users to easily list past purchases on eBay.",0.400881,1.0
20250423T014931,IBM Earnings: Highlights of IBM’s Q1 2025 report; earnings beat estimates,"International Business Machines Corporation (IBM) reported its financial results for the first quarter of 2025, with revenues reaching $14.54 billion, an increase from $14.46 billion in Q1 2024. Adjusted earnings were $1.60 per share, surpassing estimates, despite being lower than the $1.68 per share reported a year prior. The company's unadjusted net income for the quarter was $1.06 billion or $1.12 per share.",0.228478,0.602577
20250424T012650,DOJ Drops Appeal Of Section 230 Ruling In eBay EPA Case,"The US Department of Justice has dropped its appeal of a Section 230 dismissal in a case seeking to hold eBay liable for illegal items sold on its platform, allowing the previous ruling to stand. This decision is significant because it affirms Section 230 protections for online marketplaces, but also raises questions as eBay's subsidiary, TCGPlayer, resumed selling on the platform shortly after the appeal was dropped, contradicting eBay's previous defense of not being a direct seller. The article highlights the ongoing debate around Section 230 and its implications for accountability in online marketplaces, with other companies like Walmart also pursuing similar defenses against liability for illegal activities.",0.192506,1.0
20250430T012650,eBay Q1 2025 slides: Revenue and EPS exceed guidance as strategic initiatives gain traction,"eBay Inc. exceeded its first quarter 2025 financial guidance, reporting revenue of $2.58 billion and non-GAAP EPS of $1.38, both surpassing company expectations. The e-commerce giant saw growth in Gross Merchandise Volume (GMV) and advertising revenue, driven by strategic initiatives in trading cards and fashion, as well as new AI-powered features for buyers and sellers. The company also returned $893 million to shareholders through dividends and share repurchases, demonstrating strong financial health and a continued focus on operational efficiency.",0.401801,1.0
20250430T160600,eBay Announces CFO Transition and Executive Leadership Changes,"eBay announced that Chief Financial Officer, Steve Priest, will be leaving the company and Peggy Alford will take over as CFO effective May 12, 2025. In addition to the CFO change, eBay is restructuring its leadership to foster faster innovation and collaboration, consolidating product and market teams under Jordan Sweetnam as Chief Commercial Officer, and unifying engineering under Mazen Rawashdeh as Chief Technology Officer. These changes are aimed at driving long-term growth, enhancing customer experience, and integrating new technologies like AI.",0.342815,1.0
20250501T000209,Infographic: How eBay (EBAY) performed in Q1 2025,"eBay Inc. (EBAY) reported modest revenue growth in Q1 2025, reaching $2.6 billion, a 1% increase year-over-year on a reported basis. The company's net income rose to $503 million, with GAAP EPS at $1.06 and adjusted EPS at $1.38. For Q2 2025, eBay anticipates revenue between $2.59-2.66 billion and adjusted EPS in the range of $1.24-1.31.",0.123846,1.0
20250501T090000,eBay Appoints Brie Welch as Resident Stylist and Debuts 'eBay Watchlist' Trend Report,"eBay has named fashion stylist Brie Welch as its Resident Stylist and launched the ""eBay Watchlist,"" a trend report based on the shopping behavior of its 134 million users. The report highlights the growing popularity of pre-loved fashion, with nearly 40% of clothing, shoes, and accessories sold on eBay in 2024 being pre-loved. Welch will identify trends and curate finds, emphasizing circularity in fashion, while the Watchlist identifies key trends like Modern Bohemia, Well Suited, Function First, Dyed in Dusk, and Blue Hues.",0.643083,1.0
20250502T090000,eBay Launches Auction of Pre-Loved Fashion and Custom Porsche Ahead of Miami Race Weekend,"eBay is hosting an exclusive auction featuring pre-loved luxury fashion and a customized 1993 Porsche 911 Carrera 4 Cabriolet, curated with model Winnie Harlow, ahead of Miami's race weekend. The auction highlights the fusion of fashion and motorsport culture, with all proceeds benefiting Vitiligo Support International. Bidding is open until May 12, offering unique finds and an interactive ""Guaranteed Fit Stop"" experience during the event.",0.333487,1.0
